ICD10Code,CCSRCategory,Infection,BacterialInfection,Focus
S232,INJ007; INJ044; INJ073,FALSE,FALSE,"NA"
S233,INJ024; INJ061; INJ073,FALSE,FALSE,"NA"
S234,INJ024; INJ061; INJ073,FALSE,FALSE,"NA"
S238,INJ024; INJ061; INJ073,FALSE,FALSE,"NA"
S239,INJ024; INJ061; INJ073,FALSE,FALSE,"NA"
S240,INJ009; INJ046; INJ073,FALSE,FALSE,"NA"
S241,INJ009; INJ046; INJ073,FALSE,FALSE,"NA"
S242,INJ025; INJ062; INJ073,FALSE,FALSE,"NA"
S243,INJ025; INJ062; INJ073,FALSE,FALSE,"NA"
S244,INJ025; INJ062; INJ073,FALSE,FALSE,"NA"
S248,INJ025; INJ062; INJ073,FALSE,FALSE,"NA"
S249,INJ025; INJ062; INJ073,FALSE,FALSE,"NA"
S250,INJ016; INJ053; INJ073,FALSE,FALSE,"NA"
S251,INJ016; INJ053; INJ073,FALSE,FALSE,"NA"
S252,INJ016; INJ053; INJ073,FALSE,FALSE,"NA"
S253,INJ016; INJ053; INJ073,FALSE,FALSE,"NA"
S254,INJ016; INJ053; INJ073,FALSE,FALSE,"NA"
S255,INJ016; INJ053; INJ073,FALSE,FALSE,"NA"
S258,INJ016; INJ053; INJ073,FALSE,FALSE,"NA"
S259,INJ016; INJ053; INJ073,FALSE,FALSE,"NA"
S260,INJ010; INJ047; INJ073,FALSE,FALSE,"NA"
S261,INJ010; INJ047; INJ073,FALSE,FALSE,"NA"
S269,INJ010; INJ047; INJ073,FALSE,FALSE,"NA"
S270,INJ010; INJ047; INJ073,FALSE,FALSE,"NA"
S271,INJ010; INJ047; INJ073,FALSE,FALSE,"NA"
S272,INJ010; INJ047; INJ073,FALSE,FALSE,"NA"
S273,INJ010; INJ047; INJ073,FALSE,FALSE,"NA"
S274,INJ010; INJ047; INJ073,FALSE,FALSE,"NA"
S275,INJ010; INJ047; INJ073,FALSE,FALSE,"NA"
S276,INJ010; INJ047; INJ073,FALSE,FALSE,"NA"
S278,INJ010; INJ047; INJ073,FALSE,FALSE,"NA"
S279,INJ010; INJ047; INJ073,FALSE,FALSE,"NA"
S280,INJ018; INJ055; INJ073,FALSE,FALSE,"NA"
S281,INJ015; INJ052; INJ073,FALSE,FALSE,"NA"
S282,INJ015; INJ052; INJ073,FALSE,FALSE,"NA"
S290,INJ025; INJ062; INJ073; INJ024; INJ061; INJ013; INJ050,FALSE,FALSE,"NA"
S298,INJ026; INJ063; INJ073,FALSE,FALSE,"NA"
S299,INJ027; INJ064; INJ073,FALSE,FALSE,"NA"
S300,INJ017; INJ054; INJ073,FALSE,FALSE,"NA"
S301,INJ017; INJ054; INJ073,FALSE,FALSE,"NA"
S302,INJ017; INJ054; INJ073,FALSE,FALSE,"NA"
S303,INJ017; INJ054; INJ073,FALSE,FALSE,"NA"
S308,INJ017; INJ054; INJ073,FALSE,FALSE,"NA"
S309,INJ017; INJ054; INJ073,FALSE,FALSE,"NA"
S310,INJ013; INJ050; INJ073,FALSE,FALSE,"NA"
S311,INJ013; INJ050; INJ073,FALSE,FALSE,"NA"
S312,INJ013; INJ050; INJ073,FALSE,FALSE,"NA"
S313,INJ013; INJ050; INJ073,FALSE,FALSE,"NA"
S314,INJ013; INJ050; INJ073,FALSE,FALSE,"NA"
S315,INJ013; INJ050; INJ073,FALSE,FALSE,"NA"
S316,INJ013; INJ050; INJ073,FALSE,FALSE,"NA"
S318,INJ013; INJ050; INJ073,FALSE,FALSE,"NA"
S320,INJ002; INJ039; INJ073,FALSE,FALSE,"NA"
S321,INJ002; INJ039; INJ073,FALSE,FALSE,"NA"
S322,INJ002; INJ039; INJ073,FALSE,FALSE,"NA"
S323,INJ003; INJ040; INJ073,FALSE,FALSE,"NA"
S324,INJ003; INJ040; INJ073,FALSE,FALSE,"NA"
S325,INJ003; INJ040; INJ073,FALSE,FALSE,"NA"
S326,INJ003; INJ040; INJ073,FALSE,FALSE,"NA"
S328,INJ003; INJ040; INJ073,FALSE,FALSE,"NA"
S329,INJ002; INJ039; INJ073,FALSE,FALSE,"NA"
S330,INJ007; INJ044; INJ073,FALSE,FALSE,"NA"
S331,INJ007; INJ044; INJ073,FALSE,FALSE,"NA"
S332,INJ007; INJ044; INJ073,FALSE,FALSE,"NA"
S333,INJ007; INJ044; INJ073,FALSE,FALSE,"NA"
S334,INJ007; INJ044; INJ073,FALSE,FALSE,"NA"
S335,INJ024; INJ061; INJ073,FALSE,FALSE,"NA"
S336,INJ024; INJ061; INJ073,FALSE,FALSE,"NA"
S338,INJ024; INJ061; INJ073,FALSE,FALSE,"NA"
S339,INJ024; INJ061; INJ073,FALSE,FALSE,"NA"
S340,INJ009; INJ046; INJ073,FALSE,FALSE,"NA"
S341,INJ009; INJ046; INJ073,FALSE,FALSE,"NA"
S342,INJ025; INJ062; INJ073,FALSE,FALSE,"NA"
S343,INJ009; INJ046; INJ073,FALSE,FALSE,"NA"
S344,INJ025; INJ062; INJ073,FALSE,FALSE,"NA"
S345,INJ025; INJ062; INJ073,FALSE,FALSE,"NA"
S346,INJ025; INJ062; INJ073,FALSE,FALSE,"NA"
S348,INJ025; INJ062; INJ073,FALSE,FALSE,"NA"
S349,INJ025; INJ062; INJ073,FALSE,FALSE,"NA"
S350,INJ016; INJ053; INJ073,FALSE,FALSE,"NA"
S351,INJ016; INJ053; INJ073,FALSE,FALSE,"NA"
S352,INJ016; INJ053; INJ073,FALSE,FALSE,"NA"
S353,INJ016; INJ053; INJ073,FALSE,FALSE,"NA"
S354,INJ016; INJ053; INJ073,FALSE,FALSE,"NA"
S355,INJ016; INJ053; INJ073,FALSE,FALSE,"NA"
S358,INJ016; INJ053; INJ073,FALSE,FALSE,"NA"
S359,INJ016; INJ053; INJ073,FALSE,FALSE,"NA"
S360,INJ010; INJ047; INJ073,FALSE,FALSE,"NA"
S361,INJ010; INJ047; INJ073,FALSE,FALSE,"NA"
S362,INJ010; INJ047; INJ073,FALSE,FALSE,"NA"
S363,INJ010; INJ047; INJ073,FALSE,FALSE,"NA"
S364,INJ010; INJ047; INJ073,FALSE,FALSE,"NA"
S365,INJ010; INJ047; INJ073,FALSE,FALSE,"NA"
S366,INJ010; INJ047; INJ073,FALSE,FALSE,"NA"
S368,INJ010; INJ047; INJ073,FALSE,FALSE,"NA"
S369,INJ010; INJ047; INJ073,FALSE,FALSE,"NA"
S370,INJ010; INJ047; INJ073,FALSE,FALSE,"NA"
S371,INJ010; INJ047; INJ073,FALSE,FALSE,"NA"
S372,INJ010; INJ047; INJ073,FALSE,FALSE,"NA"
S373,INJ010; INJ047; INJ073,FALSE,FALSE,"NA"
S374,INJ010; INJ047; INJ073,FALSE,FALSE,"NA"
S375,INJ010; INJ047; INJ073,FALSE,FALSE,"NA"
S376,INJ010; INJ047; INJ073,FALSE,FALSE,"NA"
S378,INJ010; INJ047; INJ073,FALSE,FALSE,"NA"
S379,INJ010; INJ047; INJ073,FALSE,FALSE,"NA"
S380,INJ018; INJ055; INJ073,FALSE,FALSE,"NA"
S381,INJ018; INJ055; INJ073,FALSE,FALSE,"NA"
S382,INJ015; INJ052; INJ073,FALSE,FALSE,"NA"
S383,INJ015; INJ052; INJ073,FALSE,FALSE,"NA"
S390,INJ025; INJ062; INJ073; INJ024; INJ061; INJ013; INJ050,FALSE,FALSE,"NA"
S398,INJ026; INJ063; INJ073,FALSE,FALSE,"NA"
S399,INJ027; INJ064; INJ073,FALSE,FALSE,"NA"
S400,INJ017; INJ054; INJ073,FALSE,FALSE,"NA"
S402,INJ017; INJ054; INJ073,FALSE,FALSE,"NA"
S408,INJ017; INJ054; INJ073,FALSE,FALSE,"NA"
S409,INJ017; INJ054; INJ073,FALSE,FALSE,"NA"
S410,INJ012; INJ049; INJ073,FALSE,FALSE,"NA"
S411,INJ012; INJ049; INJ073,FALSE,FALSE,"NA"
S420,INJ004; INJ041; INJ073,FALSE,FALSE,"NA"
S421,INJ004; INJ041; INJ073,FALSE,FALSE,"NA"
S422,INJ004; INJ041; INJ073,FALSE,FALSE,"NA"
S423,INJ004; INJ041; INJ073,FALSE,FALSE,"NA"
S424,INJ004; INJ041; INJ073,FALSE,FALSE,"NA"
S429,INJ004; INJ041; INJ073,FALSE,FALSE,"NA"
S430,INJ007; INJ044; INJ073,FALSE,FALSE,"NA"
S431,INJ007; INJ044; INJ073,FALSE,FALSE,"NA"
S432,INJ007; INJ044; INJ073,FALSE,FALSE,"NA"
S433,INJ007; INJ044; INJ073,FALSE,FALSE,"NA"
S434,INJ024; INJ061; INJ073,FALSE,FALSE,"NA"
S435,INJ024; INJ061; INJ073,FALSE,FALSE,"NA"
S436,INJ024; INJ061; INJ073,FALSE,FALSE,"NA"
S438,INJ024; INJ061; INJ073,FALSE,FALSE,"NA"
S439,INJ024; INJ061; INJ073,FALSE,FALSE,"NA"
S440,INJ025; INJ062; INJ073,FALSE,FALSE,"NA"
S441,INJ025; INJ062; INJ073,FALSE,FALSE,"NA"
S442,INJ025; INJ062; INJ073,FALSE,FALSE,"NA"
S443,INJ025; INJ062; INJ073,FALSE,FALSE,"NA"
S444,INJ025; INJ062; INJ073,FALSE,FALSE,"NA"
S445,INJ025; INJ062; INJ073,FALSE,FALSE,"NA"
S448,INJ025; INJ062; INJ073,FALSE,FALSE,"NA"
S449,INJ025; INJ062; INJ073,FALSE,FALSE,"NA"
S450,INJ016; INJ053; INJ073,FALSE,FALSE,"NA"
S451,INJ016; INJ053; INJ073,FALSE,FALSE,"NA"
S452,INJ016; INJ053; INJ073,FALSE,FALSE,"NA"
S453,INJ016; INJ053; INJ073,FALSE,FALSE,"NA"
S458,INJ016; INJ053; INJ073,FALSE,FALSE,"NA"
S459,INJ016; INJ053; INJ073,FALSE,FALSE,"NA"
S460,INJ025; INJ062; INJ073; INJ024; INJ061; INJ012; INJ049,FALSE,FALSE,"NA"
S461,INJ025; INJ062; INJ073; INJ024; INJ061; INJ012; INJ049,FALSE,FALSE,"NA"
S462,INJ025; INJ062; INJ073; INJ024; INJ061; INJ012; INJ049,FALSE,FALSE,"NA"
S463,INJ025; INJ062; INJ073; INJ024; INJ061; INJ012; INJ049,FALSE,FALSE,"NA"
S468,INJ025; INJ062; INJ073; INJ024; INJ061; INJ012; INJ049,FALSE,FALSE,"NA"
S469,INJ025; INJ062; INJ073; INJ024; INJ061; INJ012; INJ049,FALSE,FALSE,"NA"
S471,INJ018; INJ055; INJ073,FALSE,FALSE,"NA"
S472,INJ018; INJ055; INJ073,FALSE,FALSE,"NA"
S479,INJ018; INJ055; INJ073,FALSE,FALSE,"NA"
S480,INJ014; INJ051; INJ073,FALSE,FALSE,"NA"
S481,INJ014; INJ051; INJ073,FALSE,FALSE,"NA"
S489,INJ014; INJ051; INJ073,FALSE,FALSE,"NA"
S490,INJ004; INJ041; INJ073,FALSE,FALSE,"NA"
S491,INJ004; INJ041; INJ073,FALSE,FALSE,"NA"
S498,INJ026; INJ063; INJ073,FALSE,FALSE,"NA"
S499,INJ027; INJ064; INJ073,FALSE,FALSE,"NA"
S500,INJ017; INJ054; INJ073,FALSE,FALSE,"NA"
S501,INJ017; INJ054; INJ073,FALSE,FALSE,"NA"
S503,INJ017; INJ054; INJ073,FALSE,FALSE,"NA"
S508,INJ017; INJ054; INJ073,FALSE,FALSE,"NA"
S509,INJ017; INJ054; INJ073,FALSE,FALSE,"NA"
S510,INJ012; INJ049; INJ073,FALSE,FALSE,"NA"
S518,INJ012; INJ049; INJ073,FALSE,FALSE,"NA"
S520,INJ004; INJ041; INJ073,FALSE,FALSE,"NA"
S521,INJ004; INJ041; INJ073,FALSE,FALSE,"NA"
S522,INJ004; INJ041; INJ073,FALSE,FALSE,"NA"
S523,INJ004; INJ041; INJ073,FALSE,FALSE,"NA"
S525,INJ004; INJ041; INJ073,FALSE,FALSE,"NA"
S526,INJ004; INJ041; INJ073,FALSE,FALSE,"NA"
S529,INJ004; INJ041; INJ073,FALSE,FALSE,"NA"
S530,INJ007; INJ044; INJ073,FALSE,FALSE,"NA"
S531,INJ007; INJ044; INJ073,FALSE,FALSE,"NA"
S532,INJ024; INJ061; INJ073,FALSE,FALSE,"NA"
S533,INJ024; INJ061; INJ073,FALSE,FALSE,"NA"
S534,INJ024; INJ061; INJ073,FALSE,FALSE,"NA"
S540,INJ025; INJ062; INJ073,FALSE,FALSE,"NA"
S541,INJ025; INJ062; INJ073,FALSE,FALSE,"NA"
S542,INJ025; INJ062; INJ073,FALSE,FALSE,"NA"
S543,INJ025; INJ062; INJ073,FALSE,FALSE,"NA"
S548,INJ025; INJ062; INJ073,FALSE,FALSE,"NA"
S549,INJ025; INJ062; INJ073,FALSE,FALSE,"NA"
S550,INJ016; INJ053; INJ073,FALSE,FALSE,"NA"
S551,INJ016; INJ053; INJ073,FALSE,FALSE,"NA"
S552,INJ016; INJ053; INJ073,FALSE,FALSE,"NA"
S558,INJ016; INJ053; INJ073,FALSE,FALSE,"NA"
S559,INJ016; INJ053; INJ073,FALSE,FALSE,"NA"
S560,INJ025; INJ062; INJ073; INJ024; INJ061; INJ012; INJ049,FALSE,FALSE,"NA"
S561,INJ025; INJ062; INJ073; INJ024; INJ061; INJ012; INJ049,FALSE,FALSE,"NA"
S562,INJ025; INJ062; INJ073; INJ024; INJ061; INJ012; INJ049,FALSE,FALSE,"NA"
S563,INJ025; INJ062; INJ073; INJ024; INJ061; INJ012; INJ049,FALSE,FALSE,"NA"
S564,INJ025; INJ062; INJ073; INJ024; INJ061; INJ012; INJ049,FALSE,FALSE,"NA"
S565,INJ025; INJ062; INJ073; INJ024; INJ061; INJ012; INJ049,FALSE,FALSE,"NA"
S568,INJ025; INJ062; INJ073; INJ024; INJ061; INJ012; INJ049,FALSE,FALSE,"NA"
S569,INJ025; INJ062; INJ073; INJ024; INJ061; INJ012; INJ049,FALSE,FALSE,"NA"
S570,INJ018; INJ055; INJ073,FALSE,FALSE,"NA"
S578,INJ018; INJ055; INJ073,FALSE,FALSE,"NA"
S580,INJ014; INJ051; INJ073,FALSE,FALSE,"NA"
S581,INJ014; INJ051; INJ073,FALSE,FALSE,"NA"
S589,INJ014; INJ051; INJ073,FALSE,FALSE,"NA"
S590,INJ004; INJ041; INJ073,FALSE,FALSE,"NA"
S591,INJ004; INJ041; INJ073,FALSE,FALSE,"NA"
S592,INJ004; INJ041; INJ073,FALSE,FALSE,"NA"
S598,INJ026; INJ063; INJ073,FALSE,FALSE,"NA"
S599,INJ027; INJ064; INJ073,FALSE,FALSE,"NA"
S600,INJ017; INJ054; INJ073,FALSE,FALSE,"NA"
S601,INJ017; INJ054; INJ073,FALSE,FALSE,"NA"
S602,INJ017; INJ054; INJ073,FALSE,FALSE,"NA"
S603,INJ017; INJ054; INJ073,FALSE,FALSE,"NA"
S604,INJ017; INJ054; INJ073,FALSE,FALSE,"NA"
S605,INJ017; INJ054; INJ073,FALSE,FALSE,"NA"
S608,INJ017; INJ054; INJ073,FALSE,FALSE,"NA"
S609,INJ017; INJ054; INJ073,FALSE,FALSE,"NA"
S610,INJ012; INJ049; INJ073,FALSE,FALSE,"NA"
S611,INJ012; INJ049; INJ073,FALSE,FALSE,"NA"
S612,INJ012; INJ049; INJ073,FALSE,FALSE,"NA"
S613,INJ012; INJ049; INJ073,FALSE,FALSE,"NA"
S614,INJ012; INJ049; INJ073,FALSE,FALSE,"NA"
S615,INJ012; INJ049; INJ073,FALSE,FALSE,"NA"
S620,INJ004; INJ041; INJ073,FALSE,FALSE,"NA"
S621,INJ004; INJ041; INJ073,FALSE,FALSE,"NA"
S622,INJ004; INJ041; INJ073,FALSE,FALSE,"NA"
S623,INJ004; INJ041; INJ073,FALSE,FALSE,"NA"
S625,INJ004; INJ041; INJ073,FALSE,FALSE,"NA"
S626,INJ004; INJ041; INJ073,FALSE,FALSE,"NA"
S629,INJ004; INJ041; INJ073,FALSE,FALSE,"NA"
S630,INJ007; INJ044; INJ073,FALSE,FALSE,"NA"
S631,INJ007; INJ044; INJ073,FALSE,FALSE,"NA"
S632,INJ007; INJ044; INJ073,FALSE,FALSE,"NA"
S633,INJ024; INJ061; INJ073,FALSE,FALSE,"NA"
S634,INJ024; INJ061; INJ073,FALSE,FALSE,"NA"
S635,INJ024; INJ061; INJ073,FALSE,FALSE,"NA"
S636,INJ024; INJ061; INJ073,FALSE,FALSE,"NA"
S638,INJ024; INJ061; INJ073,FALSE,FALSE,"NA"
S639,INJ024; INJ061; INJ073,FALSE,FALSE,"NA"
S640,INJ025; INJ062; INJ073,FALSE,FALSE,"NA"
S641,INJ025; INJ062; INJ073,FALSE,FALSE,"NA"
S642,INJ025; INJ062; INJ073,FALSE,FALSE,"NA"
S643,INJ025; INJ062; INJ073,FALSE,FALSE,"NA"
S644,INJ025; INJ062; INJ073,FALSE,FALSE,"NA"
S648,INJ025; INJ062; INJ073,FALSE,FALSE,"NA"
S649,INJ025; INJ062; INJ073,FALSE,FALSE,"NA"
S650,INJ016; INJ053; INJ073,FALSE,FALSE,"NA"
S651,INJ016; INJ053; INJ073,FALSE,FALSE,"NA"
S652,INJ016; INJ053; INJ073,FALSE,FALSE,"NA"
S653,INJ016; INJ053; INJ073,FALSE,FALSE,"NA"
S654,INJ016; INJ053; INJ073,FALSE,FALSE,"NA"
S655,INJ016; INJ053; INJ073,FALSE,FALSE,"NA"
S658,INJ016; INJ053; INJ073,FALSE,FALSE,"NA"
S659,INJ016; INJ053; INJ073,FALSE,FALSE,"NA"
S660,INJ025; INJ062; INJ073; INJ024; INJ061; INJ012; INJ049,FALSE,FALSE,"NA"
S661,INJ025; INJ062; INJ073; INJ024; INJ061; INJ012; INJ049,FALSE,FALSE,"NA"
S662,INJ025; INJ062; INJ073; INJ024; INJ061; INJ012; INJ049,FALSE,FALSE,"NA"
S663,INJ025; INJ062; INJ073; INJ024; INJ061; INJ012; INJ049,FALSE,FALSE,"NA"
S664,INJ025; INJ062; INJ073; INJ024; INJ061; INJ012; INJ049,FALSE,FALSE,"NA"
S665,INJ025; INJ062; INJ073; INJ024; INJ061; INJ012; INJ049,FALSE,FALSE,"NA"
S668,INJ025; INJ062; INJ073; INJ024; INJ061; INJ012; INJ049,FALSE,FALSE,"NA"
S669,INJ025; INJ062; INJ073; INJ024; INJ061; INJ012; INJ049,FALSE,FALSE,"NA"
S670,INJ018; INJ055; INJ073,FALSE,FALSE,"NA"
S671,INJ018; INJ055; INJ073,FALSE,FALSE,"NA"
S672,INJ018; INJ055; INJ073,FALSE,FALSE,"NA"
S673,INJ018; INJ055; INJ073,FALSE,FALSE,"NA"
S674,INJ018; INJ055; INJ073,FALSE,FALSE,"NA"
S679,INJ018; INJ055; INJ073,FALSE,FALSE,"NA"
S680,INJ014; INJ051; INJ073,FALSE,FALSE,"NA"
S681,INJ014; INJ051; INJ073,FALSE,FALSE,"NA"
S684,INJ014; INJ051; INJ073,FALSE,FALSE,"NA"
S685,INJ014; INJ051; INJ073,FALSE,FALSE,"NA"
S686,INJ014; INJ051; INJ073,FALSE,FALSE,"NA"
S687,INJ014; INJ051; INJ073,FALSE,FALSE,"NA"
S698,INJ026; INJ063; INJ073,FALSE,FALSE,"NA"
S699,INJ027; INJ064; INJ073,FALSE,FALSE,"NA"
S700,INJ017; INJ054; INJ073,FALSE,FALSE,"NA"
S701,INJ017; INJ054; INJ073,FALSE,FALSE,"NA"
S702,INJ017; INJ054; INJ073,FALSE,FALSE,"NA"
S703,INJ017; INJ054; INJ073,FALSE,FALSE,"NA"
S709,INJ017; INJ054; INJ073,FALSE,FALSE,"NA"
S710,INJ012; INJ049; INJ073,FALSE,FALSE,"NA"
S711,INJ012; INJ049; INJ073,FALSE,FALSE,"NA"
S720,INJ006; INJ043; INJ073,FALSE,FALSE,"NA"
S721,INJ006; INJ043; INJ073,FALSE,FALSE,"NA"
S722,INJ006; INJ043; INJ073,FALSE,FALSE,"NA"
S723,INJ005; INJ042; INJ073,FALSE,FALSE,"NA"
S724,INJ005; INJ042; INJ073,FALSE,FALSE,"NA"
S728,INJ005; INJ042; INJ073,FALSE,FALSE,"NA"
S729,INJ005; INJ042; INJ073,FALSE,FALSE,"NA"
S730,INJ007; INJ044; INJ073,FALSE,FALSE,"NA"
S731,INJ024; INJ061; INJ073,FALSE,FALSE,"NA"
S740,INJ025; INJ062; INJ073,FALSE,FALSE,"NA"
S741,INJ025; INJ062; INJ073,FALSE,FALSE,"NA"
S742,INJ025; INJ062; INJ073,FALSE,FALSE,"NA"
S748,INJ025; INJ062; INJ073,FALSE,FALSE,"NA"
S749,INJ025; INJ062; INJ073,FALSE,FALSE,"NA"
S750,INJ016; INJ053; INJ073,FALSE,FALSE,"NA"
S751,INJ016; INJ053; INJ073,FALSE,FALSE,"NA"
S752,INJ016; INJ053; INJ073,FALSE,FALSE,"NA"
S758,INJ016; INJ053; INJ073,FALSE,FALSE,"NA"
S759,INJ016; INJ053; INJ073,FALSE,FALSE,"NA"
S760,INJ025; INJ062; INJ073; INJ024; INJ061; INJ012; INJ049,FALSE,FALSE,"NA"
S761,INJ025; INJ062; INJ073; INJ024; INJ061; INJ012; INJ049,FALSE,FALSE,"NA"
S762,INJ025; INJ062; INJ073; INJ024; INJ061; INJ012; INJ049,FALSE,FALSE,"NA"
S763,INJ025; INJ062; INJ073; INJ024; INJ061; INJ012; INJ049,FALSE,FALSE,"NA"
S768,INJ025; INJ062; INJ073; INJ024; INJ061; INJ012; INJ049,FALSE,FALSE,"NA"
S769,INJ025; INJ062; INJ073; INJ024; INJ061; INJ012; INJ049,FALSE,FALSE,"NA"
S770,INJ018; INJ055; INJ073,FALSE,FALSE,"NA"
S771,INJ018; INJ055; INJ073,FALSE,FALSE,"NA"
S772,INJ018; INJ055; INJ073,FALSE,FALSE,"NA"
S780,INJ014; INJ051; INJ073,FALSE,FALSE,"NA"
S781,INJ014; INJ051; INJ073,FALSE,FALSE,"NA"
S789,INJ014; INJ051; INJ073,FALSE,FALSE,"NA"
S790,INJ005; INJ042; INJ073,FALSE,FALSE,"NA"
S791,INJ005; INJ042; INJ073,FALSE,FALSE,"NA"
S798,INJ026; INJ063; INJ073,FALSE,FALSE,"NA"
S799,INJ027; INJ064; INJ073,FALSE,FALSE,"NA"
S800,INJ017; INJ054; INJ073,FALSE,FALSE,"NA"
S801,INJ017; INJ054; INJ073,FALSE,FALSE,"NA"
S802,INJ017; INJ054; INJ073,FALSE,FALSE,"NA"
S808,INJ017; INJ054; INJ073,FALSE,FALSE,"NA"
S809,INJ017; INJ054; INJ073,FALSE,FALSE,"NA"
S810,INJ012; INJ049; INJ073,FALSE,FALSE,"NA"
S818,INJ012; INJ049; INJ073,FALSE,FALSE,"NA"
S820,INJ005; INJ042; INJ073,FALSE,FALSE,"NA"
S821,INJ005; INJ042; INJ073,FALSE,FALSE,"NA"
S822,INJ005; INJ042; INJ073,FALSE,FALSE,"NA"
S823,INJ005; INJ042; INJ073,FALSE,FALSE,"NA"
S824,INJ005; INJ042; INJ073,FALSE,FALSE,"NA"
S825,INJ005; INJ042; INJ073,FALSE,FALSE,"NA"
S826,INJ005; INJ042; INJ073,FALSE,FALSE,"NA"
S828,INJ005; INJ042; INJ073,FALSE,FALSE,"NA"
S829,INJ005; INJ042; INJ073,FALSE,FALSE,"NA"
S830,INJ007; INJ044; INJ073,FALSE,FALSE,"NA"
S831,INJ007; INJ044; INJ073,FALSE,FALSE,"NA"
S832,INJ024; INJ061; INJ073,FALSE,FALSE,"NA"
S833,INJ024; INJ061; INJ073,FALSE,FALSE,"NA"
S834,INJ024; INJ061; INJ073,FALSE,FALSE,"NA"
S835,INJ024; INJ061; INJ073,FALSE,FALSE,"NA"
S836,INJ024; INJ061; INJ073,FALSE,FALSE,"NA"
S838,INJ024; INJ061; INJ073,FALSE,FALSE,"NA"
S839,INJ024; INJ061; INJ073,FALSE,FALSE,"NA"
S840,INJ025; INJ062; INJ073,FALSE,FALSE,"NA"
S841,INJ025; INJ062; INJ073,FALSE,FALSE,"NA"
S842,INJ025; INJ062; INJ073,FALSE,FALSE,"NA"
S848,INJ025; INJ062; INJ073,FALSE,FALSE,"NA"
S849,INJ025; INJ062; INJ073,FALSE,FALSE,"NA"
S850,INJ016; INJ053; INJ073,FALSE,FALSE,"NA"
S851,INJ016; INJ053; INJ073,FALSE,FALSE,"NA"
S852,INJ016; INJ053; INJ073,FALSE,FALSE,"NA"
S853,INJ016; INJ053; INJ073,FALSE,FALSE,"NA"
S854,INJ016; INJ053; INJ073,FALSE,FALSE,"NA"
S855,INJ016; INJ053; INJ073,FALSE,FALSE,"NA"
S858,INJ016; INJ053; INJ073,FALSE,FALSE,"NA"
S859,INJ016; INJ053; INJ073,FALSE,FALSE,"NA"
S860,INJ025; INJ062; INJ073; INJ024; INJ061; INJ012; INJ049,FALSE,FALSE,"NA"
S861,INJ025; INJ062; INJ073; INJ024; INJ061; INJ012; INJ049,FALSE,FALSE,"NA"
S862,INJ025; INJ062; INJ073; INJ024; INJ061; INJ012; INJ049,FALSE,FALSE,"NA"
S863,INJ025; INJ062; INJ073; INJ024; INJ061; INJ012; INJ049,FALSE,FALSE,"NA"
S868,INJ025; INJ062; INJ073; INJ024; INJ061; INJ012; INJ049,FALSE,FALSE,"NA"
S869,INJ025; INJ062; INJ073; INJ024; INJ061; INJ012; INJ049,FALSE,FALSE,"NA"
S870,INJ018; INJ055; INJ073,FALSE,FALSE,"NA"
S878,INJ018; INJ055; INJ073,FALSE,FALSE,"NA"
S880,INJ014; INJ051; INJ073,FALSE,FALSE,"NA"
S881,INJ014; INJ051; INJ073,FALSE,FALSE,"NA"
S889,INJ014; INJ051; INJ073,FALSE,FALSE,"NA"
S890,INJ005; INJ042; INJ073,FALSE,FALSE,"NA"
S891,INJ005; INJ042; INJ073,FALSE,FALSE,"NA"
S892,INJ005; INJ042; INJ073,FALSE,FALSE,"NA"
S893,INJ005; INJ042; INJ073,FALSE,FALSE,"NA"
S898,INJ026; INJ063; INJ073,FALSE,FALSE,"NA"
S899,INJ027; INJ064; INJ073,FALSE,FALSE,"NA"
S900,INJ017; INJ054; INJ073,FALSE,FALSE,"NA"
S901,INJ017; INJ054; INJ073,FALSE,FALSE,"NA"
S902,INJ017; INJ054; INJ073,FALSE,FALSE,"NA"
S903,INJ017; INJ054; INJ073,FALSE,FALSE,"NA"
S904,INJ017; INJ054; INJ073,FALSE,FALSE,"NA"
S905,INJ017; INJ054; INJ073,FALSE,FALSE,"NA"
S908,INJ017; INJ054; INJ073,FALSE,FALSE,"NA"
S909,INJ017; INJ054; INJ073,FALSE,FALSE,"NA"
S910,INJ012; INJ049; INJ073,FALSE,FALSE,"NA"
S911,INJ012; INJ049; INJ073,FALSE,FALSE,"NA"
S912,INJ012; INJ049; INJ073,FALSE,FALSE,"NA"
S913,INJ012; INJ049; INJ073,FALSE,FALSE,"NA"
S920,INJ005; INJ042; INJ073,FALSE,FALSE,"NA"
S921,INJ005; INJ042; INJ073,FALSE,FALSE,"NA"
S922,INJ005; INJ042; INJ073,FALSE,FALSE,"NA"
S923,INJ005; INJ042; INJ073,FALSE,FALSE,"NA"
S924,INJ005; INJ042; INJ073,FALSE,FALSE,"NA"
S925,INJ005; INJ042; INJ073,FALSE,FALSE,"NA"
S928,INJ005; INJ042; INJ073,FALSE,FALSE,"NA"
S929,INJ005; INJ042; INJ073,FALSE,FALSE,"NA"
S930,INJ007; INJ044; INJ073,FALSE,FALSE,"NA"
S931,INJ007; INJ044; INJ073,FALSE,FALSE,"NA"
S933,INJ007; INJ044; INJ073,FALSE,FALSE,"NA"
S934,INJ024; INJ061; INJ073,FALSE,FALSE,"NA"
S935,INJ024; INJ061; INJ073,FALSE,FALSE,"NA"
S936,INJ024; INJ061; INJ073,FALSE,FALSE,"NA"
